dr_no,date_occ,neighborhood,new_category,crime_type_id,neighborhood_id
181019356,2018-12-02,van-nuys,assault,4,0
181617261,2018-12-02,sun-valley,assault,4,6
181719658,2018-12-02,northridge,assault,4,11
182120012,2018-12-02,winnetka,assault,4,87
180624838,2018-12-02,hollywood,assault,4,15
181522285,2018-12-02,hollywood-hills,assault,4,12
182021450,2018-12-02,larchmont,assault,4,78
180417901,2018-12-02,el-sereno,assault,4,85
182021459,2018-12-02,pico-union,assault,4,19
181120262,2018-12-02,east-hollywood,assault,4,50
182119983,2018-12-02,canoga-park,assault,4,58
181120249,2018-12-02,atwater-village,assault,4,100
182021386,2018-12-02,westlake,assault,4,10
181823393,2018-12-02,watts,assault,4,71
181204508,2018-01-08,harvard-park,assault,4,73
180904807,2018-01-09,van-nuys,assault,4,0
182105942,2018-02-09,woodland-hills,assault,4,43
180326691,2018-12-02,jefferson-park,assault,4,96
180820170,2018-12-02,cheviot-hills,assault,4,109
182021412,2018-12-02,koreatown,assault,4,26
180305623,2018-01-25,adams-normandie,assault,4,14
181823437,2018-12-02,watts,assault,4,71
180129385,2018-12-02,downtown,assault,4,3
181425208,2018-12-02,venice,assault,4,20
181228373,2018-12-02,hyde-park,assault,4,9
180720622,2018-12-02,mid-wilshire,assault,4,18
181206111,2018-01-28,vermont-square,assault,4,32
182021399,2018-12-02,westlake,assault,4,10
182017690,2018-09-22,koreatown,assault,4,26
181823534,2018-12-03,vermont-vista,assault,4,81
181921330,2018-12-03,north-hills,assault,4,46
180820174,2018-12-03,westwood,assault,4,84
182120048,2018-12-03,canoga-park,assault,4,58
180921799,2018-12-03,van-nuys,assault,4,0
181823465,2018-12-03,green-meadows,assault,4,53
180519280,2018-12-03,wilmington,assault,4,65
181408520,2018-03-15,mar-vista,assault,4,44
180129429,2018-12-03,downtown,assault,4,3
181522202,2018-12-03,north-hollywood,assault,4,25
180326878,2018-12-03,baldwin-hillscrenshaw,assault,4,56
180310183,2018-03-28,vermont-square,assault,4,32
180208952,2018-04-01,westlake,assault,4,10
180209136,2018-04-04,westlake,assault,4,10
180220427,2018-10-05,westlake,assault,4,10
181320557,2018-10-06,historic-south-central,assault,4,7
182018760,2018-10-12,arlington-heights,assault,4,95
181600924,2018-05-29,pacoima,assault,4,2
182118158,2018-10-23,west-hills,assault,4,16
182020348,2018-11-11,westlake,assault,4,10
181605570,2018-02-09,pacoima,assault,4,2
181207067,2018-02-09,vermont-slauson,assault,4,55
181105756,2018-02-09,highland-park,assault,4,72
182109015,2018-04-15,canoga-park,assault,4,58
180313631,2018-05-27,university-park,assault,4,40
182105968,2018-02-09,woodland-hills,assault,4,43
181105755,2018-02-09,highland-park,assault,4,72
181105758,2018-02-09,highland-park,assault,4,72
180408843,2018-04-21,boyle-heights,assault,4,39
180317820,2018-07-29,adams-normandie,assault,4,14
180606305,2018-02-09,hollywood,assault,4,15
181705936,2018-02-09,canoga-park,assault,4,58
180306649,2018-02-09,jefferson-park,assault,4,96
181228502,2018-12-03,vermont-knolls,assault,4,93
180129444,2018-12-03,downtown,assault,4,3
181806305,2018-02-09,green-meadows,assault,4,53
182006124,2018-02-09,koreatown,assault,4,26
180519847,2018-12-17,wilmington,assault,4,65
180306723,2018-02-09,jefferson-park,assault,4,96
181506165,2018-02-10,valley-village,assault,4,5
180306652,2018-02-10,university-park,assault,4,40
181105813,2018-02-10,atwater-village,assault,4,100
181306529,2018-02-10,south-park,assault,4,60
181906188,2018-02-10,panorama-city,assault,4,30
180405994,2018-02-10,el-sereno,assault,4,85
180900599,2018-02-10,van-nuys,assault,4,0
180305249,2018-01-21,exposition-park,assault,4,48
180606339,2018-02-10,hollywood,assault,4,15
180700797,2018-02-10,mid-city,assault,4,52
181906197,2018-02-10,north-hills,assault,4,46
180206276,2018-02-10,westlake,assault,4,10
180310074,2018-02-10,jefferson-park,assault,4,96
181806288,2018-02-10,broadway-manchester,assault,4,64
182006185,2018-02-11,harvard-heights,assault,4,34
181207164,2018-02-11,vermont-knolls,assault,4,93
180206222,2018-02-11,pico-union,assault,4,19
182106008,2018-02-11,west-hills,assault,4,16
181207128,2018-02-11,vermont-square,assault,4,32
181207148,2018-02-11,florence,assault,4,49
181605603,2018-02-11,pacoima,assault,4,2
182006214,2018-02-11,westlake,assault,4,10
180405938,2018-02-11,boyle-heights,assault,4,39
181005916,2018-02-11,tarzana,assault,4,63
181207162,2018-02-11,hyde-park,assault,4,9
182006217,2018-02-11,koreatown,assault,4,26
181605585,2018-02-11,lake-view-terrace,assault,4,107
180505995,2018-02-11,wilmington,assault,4,65
182006164,2018-02-11,koreatown,assault,4,26
181209293,2018-02-11,hyde-park,assault,4,9
181105837,2018-02-11,atwater-village,assault,4,100
180206229,2018-02-11,westlake,assault,4,10
181207149,2018-02-11,florence,assault,4,49
180820172,2018-12-03,pico-robertson,assault,4,45
191806985,2018-12-03,broadway-manchester,assault,4,64
180921569,2018-12-03,van-nuys,assault,4,0
180624917,2018-12-03,hollywood-hills,assault,4,12
180223905,2018-12-03,westlake,assault,4,10
180223849,2018-12-03,east-hollywood,assault,4,50
181806329,2018-02-11,watts,assault,4,71
180306818,2018-02-11,leimert-park,assault,4,102
180405859,2018-02-11,boyle-heights,assault,4,39
181005892,2018-02-11,encino,assault,4,1
181719715,2018-12-03,granada-hills,assault,4,4
181906225,2018-02-11,sylmar,assault,4,24
180805935,2018-02-11,pacific-palisades,assault,4,42
181228419,2018-12-03,hyde-park,assault,4,9
181906223,2018-02-11,panorama-city,assault,4,30
180206218,2018-02-11,pico-union,assault,4,19
181617302,2018-12-04,pacoima,assault,4,2
181921391,2018-12-04,panorama-city,assault,4,30
180107008,2018-02-11,downtown,assault,4,3
181207276,2018-02-11,vermont-knolls,assault,4,93
180706012,2018-02-12,fairfax,assault,4,38
181313381,2018-06-08,florence,assault,4,49
181006000,2018-02-12,van-nuys,assault,4,0
180805978,2018-02-12,westwood,assault,4,84
180706039,2018-02-12,mid-city,assault,4,52
181806386,2018-02-12,watts,assault,4,71
181506222,2018-02-12,hollywood-hills,assault,4,12
181005910,2018-02-12,encino,assault,4,1
181522312,2018-12-04,studio-city,assault,4,36
192006057,2018-02-12,westlake,assault,4,10
181217683,2018-07-04,vermont-slauson,assault,4,55
180805977,2018-02-12,westwood,assault,4,84
180406180,2018-02-12,lincoln-heights,assault,4,88
191505594,2018-02-12,north-hollywood,assault,4,25
181417456,2018-08-03,venice,assault,4,20
180805967,2018-02-12,west-los-angeles,assault,4,51
180617809,2018-08-06,hollywood,assault,4,15
181019425,2018-12-04,encino,assault,4,1
180906275,2018-02-12,valley-glen,assault,4,75
180206270,2018-02-12,westlake,assault,4,10
180306891,2018-02-13,baldwin-hillscrenshaw,assault,4,56
180906312,2018-02-13,van-nuys,assault,4,0
181105921,2018-02-13,cypress-park,assault,4,13
180906398,2018-02-13,van-nuys,assault,4,0
180223919,2018-12-04,westlake,assault,4,10
180506086,2018-02-13,san-pedro,assault,4,23
181207555,2018-02-13,florence,assault,4,49
180506068,2018-02-13,san-pedro,assault,4,23
181207516,2018-02-13,vermont-square,assault,4,32
180405961,2018-02-13,el-sereno,assault,4,85
180906334,2018-02-13,van-nuys,assault,4,0
180319086,2018-08-16,leimert-park,assault,4,102
181605692,2018-02-13,pacoima,assault,4,2
180306911,2018-02-13,adams-normandie,assault,4,14
181806542,2018-02-13,vermont-vista,assault,4,81
181605693,2018-02-13,sunland,assault,4,104
191106165,2018-02-13,los-feliz,assault,4,28
181317833,2018-08-21,downtown,assault,4,3
180906311,2018-02-13,van-nuys,assault,4,0
180107241,2018-02-14,downtown,assault,4,3
180107294,2018-02-14,downtown,assault,4,3
181500628,2018-02-14,north-hollywood,assault,4,25
181906362,2018-02-14,arleta,assault,4,98
181306667,2018-02-14,south-park,assault,4,60
181105941,2018-02-14,highland-park,assault,4,72
181115438,2018-08-23,eagle-rock,assault,4,54
180224036,2018-12-04,silver-lake,assault,4,83
181522306,2018-12-04,north-hollywood,assault,4,25
181323863,2018-12-04,historic-south-central,assault,4,7
181522260,2018-12-04,north-hollywood,assault,4,25
181921548,2018-12-04,sylmar,assault,4,24
181019400,2018-12-04,reseda,assault,4,37
181015846,2018-09-14,reseda,assault,4,37
180315704,2018-06-23,exposition-park,assault,4,48
180417966,2018-12-04,lincoln-heights,assault,4,88
190505293,2018-12-04,harbor-city,assault,4,86
181613561,2018-08-29,pacoima,assault,4,2
181719717,2018-12-04,northridge,assault,4,11
181601403,2018-12-04,pacoima,assault,4,2
181019412,2018-12-04,tarzana,assault,4,63
181323862,2018-12-04,historic-south-central,assault,4,7
180223964,2018-12-04,echo-park,assault,4,31
181228503,2018-12-04,florence,assault,4,49
180129523,2018-12-04,downtown,assault,4,3
181921376,2018-12-04,arleta,assault,4,98
181228624,2018-12-05,vermont-square,assault,4,32
180223971,2018-12-05,pico-union,assault,4,19
181228548,2018-12-05,florence,assault,4,49
181019444,2018-12-05,van-nuys,assault,4,0
180224021,2018-12-05,westlake,assault,4,10
181228571,2018-12-05,vermont-square,assault,4,32
180720781,2018-12-05,fairfax,assault,4,38
180820296,2018-12-05,westwood,assault,4,84
181019571,2018-12-05,van-nuys,assault,4,0
181120394,2018-12-05,silver-lake,assault,4,83
180129623,2018-12-05,chinatown,assault,4,82
180921757,2018-12-05,sherman-oaks,assault,4,33
181120408,2018-12-05,cypress-park,assault,4,13
180326907,2018-12-05,exposition-park,assault,4,48
180326835,2018-12-05,exposition-park,assault,4,48
180625043,2018-12-05,hollywood,assault,4,15
181019505,2018-12-05,reseda,assault,4,37
181921394,2018-12-05,panorama-city,assault,4,30
182021565,2018-12-05,westlake,assault,4,10
180224071,2018-12-06,westlake,assault,4,10
181800720,2018-12-06,green-meadows,assault,4,53
181019537,2018-12-06,reseda,assault,4,37
182021624,2018-12-06,koreatown,assault,4,26
181823594,2018-12-06,green-meadows,assault,4,53
180129680,2018-12-06,downtown,assault,4,3
181921640,2018-12-06,panorama-city,assault,4,30
181425458,2018-12-06,palms,assault,4,68
181323999,2018-12-06,downtown,assault,4,3
181921557,2018-12-06,sylmar,assault,4,24
181228946,2018-12-06,vermont-square,assault,4,32
181324176,2018-12-06,historic-south-central,assault,4,7
181719909,2018-12-06,granada-hills,assault,4,4
181228589,2018-12-06,hyde-park,assault,4,9
181019536,2018-12-06,reseda,assault,4,37
180515568,2018-09-07,san-pedro,assault,4,23
180815891,2018-09-07,beverly-crest,assault,4,47
180122275,2018-08-26,downtown,assault,4,3
181613697,2018-09-03,pacoima,assault,4,2
180620007,2018-09-10,hollywood,assault,4,15
180124047,2018-09-17,downtown,assault,4,3
181223152,2018-09-20,vermont-square,assault,4,32
181425459,2018-12-06,palms,assault,4,68
180224106,2018-12-06,echo-park,assault,4,31
181522410,2018-12-06,valley-village,assault,4,5
181406779,2018-02-14,westchester,assault,4,8
181228685,2018-12-07,hyde-park,assault,4,9
180706153,2018-02-14,beverly-grove,assault,4,29
180720850,2018-12-07,fairfax,assault,4,38
180129784,2018-12-07,downtown,assault,4,3
180906387,2018-02-14,van-nuys,assault,4,0
180606589,2018-02-14,hollywood-hills,assault,4,12
181406790,2018-02-14,mar-vista,assault,4,44
181207369,2018-02-14,florence,assault,4,49
180506920,2018-02-14,san-pedro,assault,4,23
181906398,2018-02-14,panorama-city,assault,4,30
181406782,2018-02-14,westchester,assault,4,8
180706164,2018-02-14,mid-city,assault,4,52
182006449,2018-02-14,harvard-heights,assault,4,34
181506431,2018-02-14,north-hollywood,assault,4,25
181605839,2018-02-14,pacoima,assault,4,2
181207383,2018-02-14,vermont-knolls,assault,4,93
180606593,2018-02-14,hollywood,assault,4,15
181306685,2018-02-14,south-park,assault,4,60
181823650,2018-12-07,broadway-manchester,assault,4,64
180808133,2018-02-14,sawtelle,assault,4,22
180107222,2018-02-14,downtown,assault,4,3
181806620,2018-02-14,vermont-knolls,assault,4,93
181207360,2018-02-14,vermont-slauson,assault,4,55
180606545,2018-02-14,hollywood,assault,4,15
181506382,2018-02-14,north-hollywood,assault,4,25
180506202,2018-02-15,san-pedro,assault,4,23
181207398,2018-02-15,vermont-slauson,assault,4,55
181306766,2018-02-15,central-alameda,assault,4,91
181706337,2018-02-15,northridge,assault,4,11
181507678,2018-02-15,valley-glen,assault,4,75
180206420,2018-02-15,westlake,assault,4,10
180906853,2018-02-15,van-nuys,assault,4,0
180206434,2018-02-15,westlake,assault,4,10
181306771,2018-02-15,downtown,assault,4,3
180107301,2018-02-15,downtown,assault,4,3
180206490,2018-02-15,westlake,assault,4,10
181106060,2018-02-15,glassell-park,assault,4,67
181306711,2018-02-15,historic-south-central,assault,4,7
180406062,2018-02-15,boyle-heights,assault,4,39
181207415,2018-02-15,vermont-knolls,assault,4,93
180107275,2018-02-15,downtown,assault,4,3
180806119,2018-02-15,beverly-crest,assault,4,47
181806657,2018-02-15,green-meadows,assault,4,53
181605740,2018-02-15,pacoima,assault,4,2
180406076,2018-02-15,boyle-heights,assault,4,39
181106065,2018-02-15,glassell-park,assault,4,67
181207381,2018-02-15,vermont-slauson,assault,4,55
180107318,2018-02-15,downtown,assault,4,3
180406075,2018-02-15,boyle-heights,assault,4,39
180606635,2018-02-15,hollywood,assault,4,15
180107323,2018-02-15,downtown,assault,4,3
181916171,2018-02-15,sylmar,assault,4,24
181306765,2018-02-15,central-alameda,assault,4,91
180607141,2018-02-15,hollywood,assault,4,15
181306671,2018-02-15,downtown,assault,4,3
180107386,2018-02-16,downtown,assault,4,3
180307125,2018-02-16,jefferson-park,assault,4,96
181207464,2018-02-16,vermont-knolls,assault,4,93
181605772,2018-02-16,sun-valley,assault,4,6
180506229,2018-02-16,wilmington,assault,4,65
180206530,2018-02-16,east-hollywood,assault,4,50
180406115,2018-02-16,montecito-heights,assault,4,92
181207445,2018-02-16,vermont-slauson,assault,4,55
181006153,2018-02-16,reseda,assault,4,37
180406086,2018-02-16,boyle-heights,assault,4,39
180906458,2018-02-16,sherman-oaks,assault,4,33
181906586,2018-02-16,north-hills,assault,4,46
181106112,2018-02-16,echo-park,assault,4,31
180900612,2018-02-16,studio-city,assault,4,36
180806203,2018-02-16,pico-robertson,assault,4,45
181906438,2018-02-16,sylmar,assault,4,24
180910175,2018-02-16,van-nuys,assault,4,0
180606760,2018-02-16,hollywood,assault,4,15
181706314,2018-02-16,northridge,assault,4,11
180107461,2018-02-16,downtown,assault,4,3
181806700,2018-02-16,broadway-manchester,assault,4,64
181906520,2018-02-16,sylmar,assault,4,24
180307128,2018-02-16,exposition-park,assault,4,48
181406862,2018-02-16,venice,assault,4,20
181106114,2018-02-16,mount-washington,assault,4,90
180100610,2018-02-16,downtown,assault,4,3
180206542,2018-02-16,westlake,assault,4,10
180107395,2018-02-16,downtown,assault,4,3
181407045,2018-02-16,palms,assault,4,68
180107401,2018-02-16,downtown,assault,4,3
180406099,2018-02-16,lincoln-heights,assault,4,88
180200697,2018-02-16,westlake,assault,4,10
180806177,2018-02-16,brentwood,assault,4,69
181806723,2018-02-16,watts,assault,4,71
180400661,2018-02-16,boyle-heights,assault,4,39
180107434,2018-02-16,downtown,assault,4,3
181306714,2018-02-16,historic-south-central,assault,4,7
180206527,2018-02-16,pico-union,assault,4,19
181706311,2018-02-16,granada-hills,assault,4,4
181207538,2018-02-16,vermont-knolls,assault,4,93
181207881,2018-02-16,chesterfield-square,assault,4,111
180706274,2018-02-16,mid-city,assault,4,52
192006207,2018-02-16,koreatown,assault,4,26
180806196,2018-02-16,century-city,assault,4,41
180706531,2018-02-16,beverly-grove,assault,4,29
181506488,2018-02-16,north-hollywood,assault,4,25
180906518,2018-02-16,van-nuys,assault,4,0
180206524,2018-02-16,westlake,assault,4,10
181522531,2018-12-07,sun-valley,assault,4,6
181823705,2018-12-07,vermont-vista,assault,4,81
190905844,2018-12-07,sherman-oaks,assault,4,33
182021712,2018-12-07,harvard-heights,assault,4,34
180720871,2018-12-07,mid-wilshire,assault,4,18
180820484,2018-12-07,bel-air,assault,4,97
191804473,2018-12-07,broadway-manchester,assault,4,64
181229293,2018-12-07,vermont-knolls,assault,4,93
180129788,2018-12-07,downtown,assault,4,3
181522448,2018-12-07,north-hollywood,assault,4,25
181425536,2018-12-07,westchester,assault,4,8
181823703,2018-12-07,watts,assault,4,71
191804472,2018-12-07,broadway-manchester,assault,4,64
180129714,2018-12-07,downtown,assault,4,3
182106346,2018-02-17,winnetka,assault,4,87
181324051,2018-12-07,historic-south-central,assault,4,7
181823649,2018-12-07,broadway-manchester,assault,4,64
182120199,2018-12-07,west-hills,assault,4,16
180327245,2018-12-07,baldwin-hillscrenshaw,assault,4,56
181209425,2018-03-14,gramercy-park,assault,4,99
180820432,2018-12-07,pacific-palisades,assault,4,42
180327014,2018-12-07,vermont-square,assault,4,32
180623504,2018-11-06,hollywood,assault,4,15
180921800,2018-12-07,sherman-oaks,assault,4,33
180327013,2018-12-07,vermont-square,assault,4,32
181228712,2018-12-07,vermont-slauson,assault,4,55
181228852,2018-12-08,florence,assault,4,49
180519476,2018-12-08,wilmington,assault,4,65
182006601,2018-02-17,koreatown,assault,4,26
181324119,2018-12-08,historic-south-central,assault,4,7
180720875,2018-12-08,mid-city,assault,4,52
181324155,2018-12-08,historic-south-central,assault,4,7
181019604,2018-12-08,reseda,assault,4,37
181425547,2018-12-08,rancho-park,assault,4,61
182021755,2018-12-08,koreatown,assault,4,26
181120524,2018-12-08,east-hollywood,assault,4,50
182106347,2018-02-17,west-hills,assault,4,16
180506233,2018-02-17,wilmington,assault,4,65
181617429,2018-12-08,hansen-dam,assault,4,101
182000923,2018-12-08,pico-union,assault,4,19
180224146,2018-12-08,westlake,assault,4,10
182120273,2018-12-08,woodland-hills,assault,4,43
180806238,2018-02-17,westwood,assault,4,84
180406152,2018-02-17,boyle-heights,assault,4,39
180206580,2018-02-17,echo-park,assault,4,31
181000603,2018-02-17,reseda,assault,4,37
180625259,2018-12-08,hollywood,assault,4,15
181823756,2018-12-08,broadway-manchester,assault,4,64
181805901,2018-02-03,watts,assault,4,71
180606344,2018-02-09,hollywood,assault,4,15
180206228,2018-02-10,westlake,assault,4,10
180405929,2018-02-10,boyle-heights,assault,4,39
182021751,2018-12-08,harvard-heights,assault,4,34
180327081,2018-12-08,baldwin-hillscrenshaw,assault,4,56
180921844,2018-12-08,van-nuys,assault,4,0
181425549,2018-12-08,westchester,assault,4,8
180101182,2018-12-08,downtown,assault,4,3
181228858,2018-12-08,vermont-slauson,assault,4,55
180129786,2018-12-08,downtown,assault,4,3
180327130,2018-12-08,leimert-park,assault,4,102
181921604,2018-12-08,mission-hills,assault,4,70
181019603,2018-12-08,reseda,assault,4,37
181120503,2018-12-08,highland-park,assault,4,72
181120490,2018-12-08,mount-washington,assault,4,90
180418136,2018-12-08,el-sereno,assault,4,85
180918034,2018-09-24,sherman-oaks,assault,4,33
180625273,2018-12-08,hollywood,assault,4,15
181411648,2018-05-04,venice,assault,4,20
180224203,2018-12-08,pico-union,assault,4,19
181906642,2018-02-17,panorama-city,assault,4,30
181506515,2018-02-17,north-hollywood,assault,4,25
181615503,2018-10-21,pacoima,assault,4,2
181321871,2018-10-27,central-alameda,assault,4,91
180517858,2018-10-28,wilmington,assault,4,65
180624148,2018-11-19,hollywood,assault,4,15
181019644,2018-12-08,lake-balboa,assault,4,59
181207554,2018-02-17,hyde-park,assault,4,9
182021754,2018-12-08,koreatown,assault,4,26
181600652,2018-02-17,lake-view-terrace,assault,4,107
180606729,2018-02-17,hollywood,assault,4,15
182120269,2018-12-09,canoga-park,assault,4,58
180406173,2018-02-17,boyle-heights,assault,4,39
181506542,2018-02-17,valley-village,assault,4,5
180307184,2018-02-17,baldwin-hillscrenshaw,assault,4,56
181106109,2018-02-17,eagle-rock,assault,4,54
180206539,2018-02-17,east-hollywood,assault,4,50
181106146,2018-02-17,eagle-rock,assault,4,54
181106150,2018-02-17,highland-park,assault,4,72
181207537,2018-02-17,hyde-park,assault,4,9
180206589,2018-02-17,pico-union,assault,4,19
181006161,2018-02-17,tarzana,assault,4,63
180107841,2018-02-17,downtown,assault,4,3
182101151,2018-12-09,winnetka,assault,4,87
180406172,2018-02-17,boyle-heights,assault,4,39
181617584,2018-12-09,pacoima,assault,4,2
181706518,2018-02-17,northridge,assault,4,11
181207553,2018-02-17,hyde-park,assault,4,9
180206724,2018-02-17,westlake,assault,4,10
181506956,2018-02-17,sun-valley,assault,4,6
180906567,2018-02-18,van-nuys,assault,4,0
181506608,2018-02-18,valley-glen,assault,4,75
181207544,2018-02-18,hyde-park,assault,4,9
181906569,2018-02-18,north-hills,assault,4,46
181207578,2018-02-18,harvard-park,assault,4,73
180606786,2018-02-18,hollywood,assault,4,15
181000605,2018-02-18,winnetka,assault,4,87
181906673,2018-02-18,panorama-city,assault,4,30
180107470,2018-02-18,downtown,assault,4,3
180406165,2018-02-18,lincoln-heights,assault,4,88
180308463,2018-03-08,university-park,assault,4,40
180616960,2018-07-22,los-feliz,assault,4,28
180307197,2018-02-18,west-adams,assault,4,66
180206646,2018-02-18,westlake,assault,4,10
180129877,2018-12-09,downtown,assault,4,3
181306943,2018-02-18,central-alameda,assault,4,91
181207595,2018-02-18,vermont-knolls,assault,4,93
180307413,2018-02-18,vermont-square,assault,4,32
180706243,2018-02-18,mid-city,assault,4,52
181706313,2018-02-18,northridge,assault,4,11
180307268,2018-02-18,exposition-park,assault,4,48
180706289,2018-02-18,fairfax,assault,4,38
180906584,2018-02-18,van-nuys,assault,4,0
181207601,2018-02-18,florence,assault,4,49
181307045,2018-02-18,historic-south-central,assault,4,7
181006230,2018-02-18,lake-balboa,assault,4,59
181000601,2018-02-18,lake-balboa,assault,4,59
180307379,2018-02-18,vermont-square,assault,4,32
181407012,2018-02-18,venice,assault,4,20
182107410,2018-02-18,woodland-hills,assault,4,43
181807315,2018-02-18,green-meadows,assault,4,53
181806837,2018-02-18,vermont-vista,assault,4,81
180107472,2018-02-18,downtown,assault,4,3
181106173,2018-02-18,eagle-rock,assault,4,54
182006629,2018-02-18,koreatown,assault,4,26
181706322,2018-02-18,winnetka,assault,4,87
180906536,2018-02-18,van-nuys,assault,4,0
180107517,2018-02-18,echo-park,assault,4,31
181806836,2018-02-18,broadway-manchester,assault,4,64
181006215,2018-02-18,tarzana,assault,4,63
180206647,2018-02-18,pico-union,assault,4,19
181806834,2018-02-18,watts,assault,4,71
180107457,2018-02-18,downtown,assault,4,3
182106409,2018-02-18,west-hills,assault,4,16
181506600,2018-02-19,north-hollywood,assault,4,25
182120570,2018-12-09,canoga-park,assault,4,58
181406986,2018-02-19,mid-city,assault,4,52
180820517,2018-12-09,brentwood,assault,4,69
180707750,2018-02-19,mid-wilshire,assault,4,18
182006649,2018-02-19,koreatown,assault,4,26
180806747,2018-02-19,westwood,assault,4,84
180308058,2018-03-02,exposition-park,assault,4,48
181706473,2018-02-19,northridge,assault,4,11
181106233,2018-02-19,glassell-park,assault,4,67
182006676,2018-02-19,arlington-heights,assault,4,95
181228860,2018-12-09,vermont-knolls,assault,4,93
181921603,2018-12-09,panorama-city,assault,4,30
181823795,2018-12-09,vermont-vista,assault,4,81
181120518,2018-12-09,highland-park,assault,4,72
180107564,2018-02-19,downtown,assault,4,3
180820450,2018-12-09,mid-city,assault,4,52
181425656,2018-12-09,westchester,assault,4,8
180921885,2018-12-09,valley-glen,assault,4,75
180910604,2018-05-08,van-nuys,assault,4,0
180327126,2018-12-09,jefferson-park,assault,4,96
181406985,2018-02-19,mid-city,assault,4,52
180401590,2018-12-09,boyle-heights,assault,4,39
180418170,2018-12-09,boyle-heights,assault,4,39
180418151,2018-12-09,boyle-heights,assault,4,39
181406993,2018-02-19,mar-vista,assault,4,44
181324123,2018-12-09,downtown,assault,4,3
181617504,2018-12-09,pacoima,assault,4,2
181228859,2018-12-09,vermont-knolls,assault,4,93
181019670,2018-12-09,reseda,assault,4,37
182006675,2018-02-19,koreatown,assault,4,26
181207688,2018-02-19,manchester-square,assault,4,35
180606860,2018-02-19,hollywood,assault,4,15
181106235,2018-02-19,cypress-park,assault,4,13
181506607,2018-02-19,north-hollywood,assault,4,25
180406215,2018-02-19,el-sereno,assault,4,85
181806871,2018-02-19,vermont-vista,assault,4,81
181207671,2018-02-19,manchester-square,assault,4,35
191107881,2018-07-03,silver-lake,assault,4,83
180214412,2018-07-03,downtown,assault,4,3
181218718,2018-07-19,vermont-square,assault,4,32
180713753,2018-07-20,mid-wilshire,assault,4,18
181006256,2018-02-19,van-nuys,assault,4,0
181316764,2018-08-03,historic-south-central,assault,4,7
180307331,2018-02-19,vermont-square,assault,4,32
181921598,2018-12-09,sylmar,assault,4,24
181906599,2018-02-19,panorama-city,assault,4,30
181207679,2018-02-19,chesterfield-square,assault,4,111
180906601,2018-02-19,van-nuys,assault,4,0
180206694,2018-02-19,east-hollywood,assault,4,50
180519505,2018-12-09,san-pedro,assault,4,23
181906572,2018-02-19,panorama-city,assault,4,30
180206732,2018-02-19,westlake,assault,4,10
180706306,2018-02-19,mid-city,assault,4,52
182006753,2018-02-20,arlington-heights,assault,4,95
182006767,2018-02-20,koreatown,assault,4,26
180208130,2018-02-20,pico-union,assault,4,19
182106496,2018-02-20,woodland-hills,assault,4,43
181806977,2018-02-20,green-meadows,assault,4,53
181807064,2018-02-20,broadway-manchester,assault,4,64
180206835,2018-02-20,westlake,assault,4,10
180107691,2018-02-20,downtown,assault,4,3
180307381,2018-02-20,west-adams,assault,4,66
180307380,2018-02-20,exposition-park,assault,4,48
181307003,2018-02-20,historic-south-central,assault,4,7
180307403,2018-02-20,vermont-square,assault,4,32
180606913,2018-02-20,hollywood,assault,4,15
181006329,2018-02-20,encino,assault,4,1
181207784,2018-02-20,harvard-park,assault,4,73
181115283,2018-08-20,east-hollywood,assault,4,50
181207753,2018-02-20,vermont-knolls,assault,4,93
180706362,2018-02-20,fairfax,assault,4,38
180107720,2018-02-20,downtown,assault,4,3
180206767,2018-02-20,westlake,assault,4,10
180906674,2018-02-20,sherman-oaks,assault,4,33
181605925,2018-02-20,sun-valley,assault,4,6
181806957,2018-02-20,green-meadows,assault,4,53
181606003,2018-02-20,sun-valley,assault,4,6
180129937,2018-12-09,downtown,assault,4,3
180418178,2018-12-09,boyle-heights,assault,4,39
180619094,2018-08-25,hollywood,assault,4,15
181617457,2018-12-09,tujunga,assault,4,80
181228867,2018-12-09,vermont-slauson,assault,4,55
180122277,2018-08-26,downtown,assault,4,3
180515089,2018-08-27,san-pedro,assault,4,23
180327251,2018-12-09,vermont-square,assault,4,32
181823741,2018-12-09,watts,assault,4,71
180418153,2018-12-09,el-sereno,assault,4,85
181720009,2018-12-09,northridge,assault,4,11
181425644,2018-12-09,venice,assault,4,20
180921878,2018-12-09,van-nuys,assault,4,0
180218626,2018-08-29,westlake,assault,4,10
181425705,2018-12-09,palms,assault,4,68
181425650,2018-12-09,palms,assault,4,68
180129980,2018-12-10,downtown,assault,4,3
180921886,2018-12-10,van-nuys,assault,4,0
181617493,2018-12-10,tujunga,assault,4,80
180720955,2018-12-10,fairfax,assault,4,38
181324310,2018-12-10,downtown,assault,4,3
180519561,2018-12-10,san-pedro,assault,4,23
181324189,2018-12-10,florence,assault,4,49
181921701,2018-12-10,north-hills,assault,4,46
181222887,2018-08-29,harvard-park,assault,4,73
180210299,2018-04-22,echo-park,assault,4,31
181221760,2018-08-29,vermont-slauson,assault,4,55
181720077,2018-12-10,northridge,assault,4,11
182120337,2018-12-10,winnetka,assault,4,87
180218154,2018-08-29,westlake,assault,4,10
181015089,2018-08-29,reseda,assault,4,37
180129939,2018-12-10,downtown,assault,4,3
181228988,2018-12-10,hyde-park,assault,4,9
180129938,2018-12-10,downtown,assault,4,3
181228906,2018-12-10,vermont-slauson,assault,4,55
182021847,2018-12-10,pico-union,assault,4,19
