dr_no,date_occ,neighborhood,new_category,crime_type_id,neighborhood_id
180917918,2018-09-21,van-nuys,theft,0,0
181016144,2018-09-21,encino,theft,0,1
181601232,2018-09-21,pacoima,theft,0,2
180124366,2018-09-21,downtown,theft,0,3
181716528,2018-09-21,granada-hills,theft,0,4
181518327,2018-09-21,valley-village,theft,0,5
181614407,2018-09-21,sun-valley,theft,0,6
181319593,2018-09-21,historic-south-central,theft,0,7
180125127,2018-09-21,downtown,theft,0,3
181421028,2018-09-21,westchester,theft,0,8
181223310,2018-09-21,hyde-park,theft,0,9
180218520,2018-09-04,westlake,theft,0,10
181614439,2018-09-21,sun-valley,theft,0,6
181716637,2018-09-21,northridge,theft,0,11
180620815,2018-09-21,hollywood-hills,theft,0,12
181116866,2018-09-21,cypress-park,theft,0,13
181016243,2018-09-21,encino,theft,0,1
181209256,2018-03-12,hyde-park,theft,0,9
180309247,2018-03-13,adams-normandie,theft,0,14
181708309,2018-03-29,northridge,theft,0,11
180620622,2018-09-21,hollywood,theft,0,15
180620907,2018-09-21,hollywood,theft,0,15
181614447,2018-09-21,pacoima,theft,0,2
182116661,2018-09-21,west-hills,theft,0,16
181716532,2018-09-21,porter-ranch,theft,0,17
181319617,2018-09-22,downtown,theft,0,3
180717494,2018-09-22,mid-wilshire,theft,0,18
181319675,2018-09-22,historic-south-central,theft,0,7
181716627,2018-09-22,northridge,theft,0,11
180620675,2018-09-22,hollywood,theft,0,15
182017905,2018-09-22,pico-union,theft,0,19
181420867,2018-09-22,venice,theft,0,20
180918705,2018-09-22,van-nuys,theft,0,0
180717520,2018-09-22,hancock-park,theft,0,21
180816732,2018-09-22,sawtelle,theft,0,22
182017672,2018-09-22,pico-union,theft,0,19
180717043,2018-09-22,mid-wilshire,theft,0,18
182017853,2018-09-22,westlake,theft,0,10
180516277,2018-09-22,san-pedro,theft,0,23
181918114,2018-09-22,sylmar,theft,0,24
181504666,2018-01-13,north-hollywood,theft,0,25
182004888,2018-01-15,koreatown,theft,0,26
180704827,2018-01-20,carthay,theft,0,27
181005245,2018-01-26,encino,theft,0,1
181116976,2018-09-23,los-feliz,theft,0,28
180717071,2018-09-23,beverly-grove,theft,0,29
181918631,2018-09-23,panorama-city,theft,0,30
180219762,2018-09-23,echo-park,theft,0,31
180818344,2018-09-23,sawtelle,theft,0,22
181223335,2018-09-23,vermont-square,theft,0,32
181506271,2018-02-12,sherman-oaks,theft,0,33
182017742,2018-09-23,harvard-heights,theft,0,34
181614606,2018-09-23,pacoima,theft,0,2
181223385,2018-09-23,manchester-square,theft,0,35
181518373,2018-09-23,studio-city,theft,0,36
181016209,2018-09-23,reseda,theft,0,37
181518358,2018-09-22,studio-city,theft,0,36
181716571,2018-09-23,granada-hills,theft,0,4
180918305,2018-09-23,sherman-oaks,theft,0,33
180707533,2018-03-15,fairfax,theft,0,38
180407240,2018-03-15,boyle-heights,theft,0,39
181501192,2018-09-23,north-hollywood,theft,0,25
180917991,2018-09-23,van-nuys,theft,0,0
180321733,2018-09-23,university-park,theft,0,40
180808294,2018-04-01,century-city,theft,0,41
181716652,2018-09-23,northridge,theft,0,11
182017727,2018-09-23,koreatown,theft,0,26
180622589,2018-09-23,hollywood-hills,theft,0,12
180810089,2018-05-05,pacific-palisades,theft,0,42
180623274,2018-10-26,hollywood,theft,0,15
180222417,2018-11-08,westlake,theft,0,10
180128006,2018-11-09,downtown,theft,0,3
182020366,2018-11-11,koreatown,theft,0,26
182000646,2018-04-12,koreatown,theft,0,26
181513019,2018-04-14,north-hollywood,theft,0,25
181324202,2018-12-10,historic-south-central,theft,0,7
181522714,2018-12-12,north-hollywood,theft,0,25
182116723,2018-09-23,woodland-hills,theft,0,43
180710041,2018-05-06,fairfax,theft,0,38
182017786,2018-09-23,koreatown,theft,0,26
180602153,2018-12-30,hollywood,theft,0,15
182017779,2018-09-23,koreatown,theft,0,26
181410705,2018-04-18,mar-vista,theft,0,44
180809059,2018-04-18,pico-robertson,theft,0,45
180322645,2018-09-23,adams-normandie,theft,0,14
180918214,2018-09-23,sherman-oaks,theft,0,33
182018154,2018-09-23,koreatown,theft,0,26
180918014,2018-09-24,van-nuys,theft,0,0
181716659,2018-09-24,north-hills,theft,0,46
180816785,2018-09-24,beverly-crest,theft,0,47
180408883,2018-04-23,boyle-heights,theft,0,39
180326708,2018-11-24,exposition-park,theft,0,48
180617909,2018-08-07,hollywood,theft,0,15
180326137,2018-11-26,exposition-park,theft,0,48
181223474,2018-09-24,florence,theft,0,49
181411800,2018-05-02,westchester,theft,0,8
181717319,2018-09-24,northridge,theft,0,11
181117038,2018-09-24,east-hollywood,theft,0,50
180125094,2018-09-24,downtown,theft,0,3
180415263,2018-09-24,boyle-heights,theft,0,39
182116733,2018-09-24,west-hills,theft,0,16
180614533,2018-06-07,hollywood,theft,0,15
180811601,2018-06-09,pico-robertson,theft,0,45
180813475,2018-07-19,west-los-angeles,theft,0,51
181419235,2018-07-19,mar-vista,theft,0,44
181417065,2018-07-28,westchester,theft,0,8
181515416,2018-07-30,studio-city,theft,0,36
180813261,2018-07-15,pacific-palisades,theft,0,42
180812461,2018-06-27,sawtelle,theft,0,22
181518018,2018-09-08,north-hollywood,theft,0,25
180714503,2018-08-03,beverly-grove,theft,0,29
180717166,2018-09-24,mid-city,theft,0,52
181716643,2018-09-24,porter-ranch,theft,0,17
181223553,2018-09-24,hyde-park,theft,0,9
182116984,2018-09-24,woodland-hills,theft,0,43
181223485,2018-09-24,hyde-park,theft,0,9
180620862,2018-09-24,hollywood,theft,0,15
181117105,2018-09-24,echo-park,theft,0,31
180918042,2018-09-24,van-nuys,theft,0,0
181918057,2018-09-24,panorama-city,theft,0,30
181819440,2018-09-24,green-meadows,theft,0,53
180620827,2018-09-24,hollywood,theft,0,15
181117975,2018-09-24,eagle-rock,theft,0,54
181223427,2018-09-24,vermont-slauson,theft,0,55
181319927,2018-09-24,florence,theft,0,49
181918094,2018-09-24,north-hills,theft,0,46
180620788,2018-09-24,hollywood,theft,0,15
181518474,2018-09-24,north-hollywood,theft,0,25
180321862,2018-09-24,baldwin-hillscrenshaw,theft,0,56
182116767,2018-09-24,woodland-hills,theft,0,43
181223494,2018-09-24,vermont-square,theft,0,32
182017861,2018-09-24,koreatown,theft,0,26
181420856,2018-09-24,mar-vista,theft,0,44
181918066,2018-09-24,panorama-city,theft,0,30
181518459,2018-09-24,north-hollywood,theft,0,25
181223432,2018-09-24,vermont-slauson,theft,0,55
181319733,2018-09-24,historic-south-central,theft,0,7
180621317,2018-09-24,hollywood,theft,0,15
180816889,2018-09-25,west-los-angeles,theft,0,51
180918114,2018-09-25,sherman-oaks,theft,0,33
180816940,2018-09-25,sawtelle,theft,0,22
180918118,2018-09-25,van-nuys,theft,0,0
180717195,2018-09-25,fairfax,theft,0,38
180918275,2018-09-25,van-nuys,theft,0,0
180321903,2018-09-25,hyde-park,theft,0,9
181419785,2018-09-06,westchester,theft,0,8
180620871,2018-09-25,hollywood-hills-west,theft,0,57
182115621,2018-09-01,canoga-park,theft,0,58
181015782,2018-09-12,lake-balboa,theft,0,59
180900919,2018-09-14,sherman-oaks,theft,0,33
182018513,2018-09-25,koreatown,theft,0,26
181319960,2018-09-25,south-park,theft,0,60
181819462,2018-09-25,green-meadows,theft,0,53
182017859,2018-09-25,westlake,theft,0,10
181918095,2018-09-25,sylmar,theft,0,24
180918292,2018-09-25,van-nuys,theft,0,0
180620898,2018-09-25,hollywood,theft,0,15
181420999,2018-09-25,sawtelle,theft,0,22
180817010,2018-09-25,rancho-park,theft,0,61
180816898,2018-09-25,sawtelle,theft,0,22
181518345,2018-09-22,toluca-lake,theft,0,62
181016332,2018-09-25,tarzana,theft,0,63
181716702,2018-09-25,northridge,theft,0,11
182117165,2018-09-25,canoga-park,theft,0,58
180717193,2018-09-25,mid-wilshire,theft,0,18
180124650,2018-09-25,downtown,theft,0,3
181820517,2018-09-25,broadway-manchester,theft,0,64
181016561,2018-09-25,reseda,theft,0,37
182116815,2018-09-25,woodland-hills,theft,0,43
182017834,2018-09-25,koreatown,theft,0,26
181224075,2018-09-25,florence,theft,0,49
180516410,2018-09-25,wilmington,theft,0,65
180322098,2018-09-25,baldwin-hillscrenshaw,theft,0,56
180717836,2018-09-25,mid-wilshire,theft,0,18
180816842,2018-09-25,century-city,theft,0,41
180621395,2018-09-25,hollywood,theft,0,15
180620975,2018-09-25,hollywood,theft,0,15
180124662,2018-09-25,echo-park,theft,0,31
181117171,2018-09-25,east-hollywood,theft,0,50
181518677,2018-09-25,studio-city,theft,0,36
180321893,2018-09-25,west-adams,theft,0,66
180404435,2018-01-11,boyle-heights,theft,0,39
180205534,2018-01-12,westlake,theft,0,10
180504821,2018-01-14,san-pedro,theft,0,23
180322687,2018-09-25,university-park,theft,0,40
180516509,2018-09-25,wilmington,theft,0,65
181016402,2018-09-26,encino,theft,0,1
180620981,2018-09-26,hollywood,theft,0,15
180817028,2018-09-26,pico-robertson,theft,0,45
180124826,2018-09-26,echo-park,theft,0,31
181117186,2018-09-26,glassell-park,theft,0,67
181421030,2018-09-22,venice,theft,0,20
180124746,2018-09-26,downtown,theft,0,3
181319904,2018-09-26,historic-south-central,theft,0,7
181421292,2018-09-26,venice,theft,0,20
181421022,2018-09-26,palms,theft,0,68
180321935,2018-09-26,university-park,theft,0,40
180816958,2018-09-26,brentwood,theft,0,69
181918188,2018-09-26,mission-hills,theft,0,70
181420976,2018-09-26,venice,theft,0,20
180620915,2018-09-26,hollywood,theft,0,15
180124820,2018-09-26,downtown,theft,0,3
180124766,2018-09-26,downtown,theft,0,3
181807314,2018-02-26,watts,theft,0,71
180706988,2018-02-28,mid-wilshire,theft,0,18
180816128,2018-09-09,pico-robertson,theft,0,45
181421094,2018-09-26,palms,theft,0,68
180604303,2018-01-06,east-hollywood,theft,0,50
181117187,2018-09-26,highland-park,theft,0,72
180816939,2018-09-26,sawtelle,theft,0,22
181518943,2018-09-26,studio-city,theft,0,36
180816886,2018-09-26,mid-city,theft,0,52
180125118,2018-09-26,downtown,theft,0,3
180220026,2018-09-23,pico-union,theft,0,19
181117160,2018-09-26,los-feliz,theft,0,28
180321992,2018-09-26,baldwin-hillscrenshaw,theft,0,56
181016372,2018-09-26,van-nuys,theft,0,0
180321991,2018-09-26,baldwin-hillscrenshaw,theft,0,56
180124839,2018-09-28,downtown,theft,0,3
180110818,2018-04-04,downtown,theft,0,3
180717276,2018-09-26,mid-city,theft,0,52
181223559,2018-09-26,harvard-park,theft,0,73
181519120,2018-10-06,north-hollywood,theft,0,25
181422191,2018-10-07,playa-del-rey,theft,0,74
180909106,2018-04-09,valley-glen,theft,0,75
182117228,2018-09-26,canoga-park,theft,0,58
180621333,2018-09-26,east-hollywood,theft,0,50
180717610,2018-09-26,mid-wilshire,theft,0,18
181322581,2018-11-08,south-park,theft,0,60
181421238,2018-09-26,del-rey,theft,0,76
181223607,2018-09-26,florence,theft,0,49
181501198,2018-09-26,valley-glen,theft,0,75
181016346,2018-09-26,sepulveda-basin,theft,0,77
182010309,2018-04-20,koreatown,theft,0,26
182018031,2018-09-26,larchmont,theft,0,78
181319892,2018-09-26,south-park,theft,0,60
180717483,2018-09-26,mid-city,theft,0,52
180207771,2018-03-08,echo-park,theft,0,31
181421024,2018-09-26,westchester,theft,0,8
180327086,2018-12-07,university-park,theft,0,40
180304692,2018-01-12,exposition-park,theft,0,48
180321073,2018-09-13,university-park,theft,0,40
181518599,2018-09-26,sun-valley,theft,0,6
180620923,2018-09-26,hollywood,theft,0,15
180124664,2018-09-26,downtown,theft,0,3
180611296,2018-05-02,hollywood,theft,0,15
180918217,2018-09-26,valley-glen,theft,0,75
180717265,2018-09-26,beverly-grove,theft,0,29
182018067,2018-09-26,koreatown,theft,0,26
180516452,2018-09-26,harbor-gateway,theft,0,79
181716834,2018-09-26,northridge,theft,0,11
182017964,2018-09-26,harvard-heights,theft,0,34
181609485,2018-05-17,sun-valley,theft,0,6
182011444,2018-05-18,pico-union,theft,0,19
181614747,2018-09-26,tujunga,theft,0,80
180321922,2018-09-26,baldwin-hillscrenshaw,theft,0,56
181711950,2018-06-01,northridge,theft,0,11
182100789,2018-06-01,canoga-park,theft,0,58
180613924,2018-06-06,hollywood,theft,0,15
180913646,2018-06-30,van-nuys,theft,0,0
181815803,2018-07-22,vermont-vista,theft,0,81
180620489,2018-08-08,hollywood-hills,theft,0,12
180704540,2018-01-06,mid-wilshire,theft,0,18
181917621,2018-09-17,mission-hills,theft,0,70
191010889,2018-12-03,van-nuys,theft,0,0
180715490,2018-08-22,mid-wilshire,theft,0,18
181614609,2018-09-26,pacoima,theft,0,2
180415415,2018-09-26,boyle-heights,theft,0,39
180816989,2018-09-26,brentwood,theft,0,69
180124692,2018-09-26,downtown,theft,0,3
180125122,2018-09-26,chinatown,theft,0,82
181819586,2018-09-26,watts,theft,0,71
180220235,2018-09-27,echo-park,theft,0,31
181421086,2018-09-27,mid-city,theft,0,52
181320022,2018-09-27,florence,theft,0,49
180322023,2018-09-27,exposition-park,theft,0,48
180817071,2018-09-27,sawtelle,theft,0,22
181614645,2018-09-27,tujunga,theft,0,80
181016616,2018-09-27,reseda,theft,0,37
180220047,2018-09-27,silver-lake,theft,0,83
181717006,2018-09-27,north-hills,theft,0,46
181016419,2018-09-27,northridge,theft,0,11
181320367,2018-09-27,downtown,theft,0,3
180124735,2018-09-27,downtown,theft,0,3
181518764,2018-09-27,north-hollywood,theft,0,25
181716819,2018-09-27,northridge,theft,0,11
181423243,2018-09-27,venice,theft,0,20
181716798,2018-09-27,granada-hills,theft,0,4
181015198,2018-08-30,van-nuys,theft,0,0
180817006,2018-09-27,pico-robertson,theft,0,45
181518624,2018-09-27,sun-valley,theft,0,6
181522270,2018-09-27,studio-city,theft,0,36
180123094,2018-09-05,downtown,theft,0,3
181818305,2018-09-06,broadway-manchester,theft,0,64
180122917,2018-09-03,downtown,theft,0,3
180515428,2018-09-03,harbor-gateway,theft,0,79
182017976,2018-09-27,larchmont,theft,0,78
180817075,2018-09-27,pacific-palisades,theft,0,42
180918405,2018-09-27,sherman-oaks,theft,0,33
180124828,2018-09-27,downtown,theft,0,3
180516550,2018-09-27,san-pedro,theft,0,23
180918611,2018-09-27,sherman-oaks,theft,0,33
181819605,2018-09-27,vermont-vista,theft,0,81
181822945,2018-11-24,vermont-vista,theft,0,81
180621106,2018-09-27,hollywood,theft,0,15
181016405,2018-09-27,reseda,theft,0,37
181117185,2018-09-27,eagle-rock,theft,0,54
181320002,2018-09-27,south-park,theft,0,60
181421218,2018-09-27,mar-vista,theft,0,44
181009496,2018-05-01,reseda,theft,0,37
181117195,2018-09-27,east-hollywood,theft,0,50
180817008,2018-09-27,brentwood,theft,0,69
180322437,2018-09-27,hyde-park,theft,0,9
181421278,2018-09-27,rancho-park,theft,0,61
180220068,2018-09-27,westlake,theft,0,10
180817204,2018-09-27,westwood,theft,0,84
181819718,2018-09-27,broadway-manchester,theft,0,64
181016394,2018-09-27,encino,theft,0,1
181421125,2018-09-27,mar-vista,theft,0,44
180415774,2018-09-27,el-sereno,theft,0,85
181016447,2018-09-27,reseda,theft,0,37
181716839,2018-09-27,northridge,theft,0,11
180504581,2018-01-13,harbor-city,theft,0,86
182018046,2018-09-27,koreatown,theft,0,26
181321576,2018-09-27,florence,theft,0,49
180818900,2018-09-27,west-los-angeles,theft,0,51
182117044,2018-09-27,winnetka,theft,0,87
180124767,2018-09-27,downtown,theft,0,3
180415411,2018-09-27,boyle-heights,theft,0,39
180322007,2018-09-27,hyde-park,theft,0,9
181918354,2018-09-27,north-hills,theft,0,46
180805921,2018-02-10,west-los-angeles,theft,0,51
180107095,2018-02-11,downtown,theft,0,3
181407165,2018-02-21,del-rey,theft,0,76
180125144,2018-09-27,downtown,theft,0,3
180608384,2018-03-17,hollywood,theft,0,15
180219824,2018-09-24,westlake,theft,0,10
182117199,2018-09-28,west-hills,theft,0,16
181518789,2018-09-28,studio-city,theft,0,36
181518754,2018-09-28,valley-village,theft,0,5
180918357,2018-09-28,valley-glen,theft,0,75
180124872,2018-09-28,downtown,theft,0,3
181821283,2018-10-25,broadway-manchester,theft,0,64
180129978,2018-12-10,downtown,theft,0,3
182109607,2018-04-24,canoga-park,theft,0,58
181614771,2018-09-28,pacoima,theft,0,2
181422299,2018-09-28,venice,theft,0,20
180321765,2018-09-24,university-park,theft,0,40
180307554,2018-02-23,university-park,theft,0,40
180215568,2018-07-19,echo-park,theft,0,31
180604171,2018-01-04,hollywood,theft,0,15
180320820,2018-08-31,university-park,theft,0,40
180325644,2018-11-18,exposition-park,theft,0,48
180312655,2018-05-10,exposition-park,theft,0,48
180317894,2018-07-12,exposition-park,theft,0,48
180806356,2018-02-16,century-city,theft,0,41
181016520,2018-09-28,tarzana,theft,0,63
180220287,2018-09-28,westlake,theft,0,10
190907380,2018-09-28,sherman-oaks,theft,0,33
180415530,2018-09-28,lincoln-heights,theft,0,88
181304327,2018-01-06,downtown,theft,0,3
181311226,2018-05-03,historic-south-central,theft,0,7
181120064,2018-09-28,eagle-rock,theft,0,54
180717425,2018-09-28,beverly-grove,theft,0,29
180516636,2018-09-28,san-pedro,theft,0,23
180128478,2018-09-28,downtown,theft,0,3
180710512,2018-05-15,mid-city,theft,0,52
181614675,2018-09-28,shadow-hills,theft,0,89
180114716,2018-05-26,downtown,theft,0,3
181819643,2018-09-28,florence,theft,0,49
181421139,2018-09-28,westchester,theft,0,8
182117360,2018-09-28,woodland-hills,theft,0,43
181016837,2018-09-28,tarzana,theft,0,63
180918380,2018-09-28,sherman-oaks,theft,0,33
181421315,2018-09-28,westchester,theft,0,8
181913327,2018-06-16,sylmar,theft,0,24
180712084,2018-06-16,beverly-grove,theft,0,29
181423284,2018-09-28,venice,theft,0,20
180620145,2018-07-23,east-hollywood,theft,0,50
180617229,2018-07-29,hollywood,theft,0,15
180411558,2018-05-30,lincoln-heights,theft,0,88
181223731,2018-09-28,vermont-slauson,theft,0,55
180125322,2018-09-28,downtown,theft,0,3
180511612,2018-06-07,san-pedro,theft,0,23
182015293,2018-08-06,koreatown,theft,0,26
180120616,2018-08-06,downtown,theft,0,3
181518741,2018-09-28,north-hollywood,theft,0,25
181518822,2018-09-28,valley-glen,theft,0,75
180322116,2018-09-28,west-adams,theft,0,66
180515010,2018-08-24,san-pedro,theft,0,23
181016547,2018-09-28,reseda,theft,0,37
181118113,2018-09-28,highland-park,theft,0,72
180622866,2018-09-28,hollywood,theft,0,15
181518755,2018-09-28,studio-city,theft,0,36
180220131,2018-09-28,westlake,theft,0,10
182117224,2018-09-28,woodland-hills,theft,0,43
182018011,2018-09-28,koreatown,theft,0,26
180918493,2018-09-28,sherman-oaks,theft,0,33
181016504,2018-09-28,encino,theft,0,1
180515390,2018-09-04,san-pedro,theft,0,23
180815775,2018-09-04,mid-city,theft,0,52
182115873,2018-08-31,canoga-park,theft,0,58
181420569,2018-09-01,westchester,theft,0,8
180816896,2018-09-07,pico-robertson,theft,0,45
180414585,2018-09-07,boyle-heights,theft,0,39
180816699,2018-09-08,brentwood,theft,0,69
182017154,2018-09-08,harvard-heights,theft,0,34
181404947,2018-01-14,playa-del-rey,theft,0,74
180621235,2018-09-28,hollywood-hills,theft,0,12
181117766,2018-09-28,mount-washington,theft,0,90
181421142,2018-09-28,mar-vista,theft,0,44
181716954,2018-09-28,granada-hills,theft,0,4
181421261,2018-09-28,westchester,theft,0,8
181819716,2018-09-28,green-meadows,theft,0,53
180220080,2018-09-28,east-hollywood,theft,0,50
181819696,2018-09-28,broadway-manchester,theft,0,64
181421299,2018-09-28,venice,theft,0,20
181016506,2018-09-28,tarzana,theft,0,63
182117020,2018-09-28,west-hills,theft,0,16
180124881,2018-09-28,downtown,theft,0,3
181518675,2018-09-28,studio-city,theft,0,36
181614760,2018-09-28,pacoima,theft,0,2
181223790,2018-09-29,vermont-slauson,theft,0,55
180322112,2018-09-29,west-adams,theft,0,66
180322597,2018-09-29,west-adams,theft,0,66
181518777,2018-09-29,valley-glen,theft,0,75
181717746,2018-09-29,porter-ranch,theft,0,17
181320127,2018-09-29,central-alameda,theft,0,91
181117262,2018-09-29,silver-lake,theft,0,83
180906495,2018-02-14,van-nuys,theft,0,0
180105383,2018-01-21,downtown,theft,0,3
180220151,2018-09-29,westlake,theft,0,10
181518715,2018-09-29,north-hollywood,theft,0,25
181421291,2018-09-29,sawtelle,theft,0,22
180516553,2018-09-29,wilmington,theft,0,65
180415484,2018-09-29,montecito-heights,theft,0,92
181819731,2018-09-29,vermont-vista,theft,0,81
180817097,2018-09-29,west-los-angeles,theft,0,51
181320077,2018-09-29,downtown,theft,0,3
181505063,2018-01-22,north-hollywood,theft,0,25
180322202,2018-09-29,vermont-square,theft,0,32
180415469,2018-09-29,boyle-heights,theft,0,39
181320149,2018-09-29,florence,theft,0,49
182018022,2018-09-29,koreatown,theft,0,26
182018045,2018-09-29,koreatown,theft,0,26
180621107,2018-09-29,hollywood,theft,0,15
180220187,2018-09-29,westlake,theft,0,10
180220181,2018-09-29,westlake,theft,0,10
180105943,2018-01-22,downtown,theft,0,3
181421378,2018-09-29,westchester,theft,0,8
180305579,2018-01-23,exposition-park,theft,0,48
180516565,2018-09-29,harbor-gateway,theft,0,79
181223791,2018-09-29,vermont-knolls,theft,0,93
181519006,2018-09-29,north-hollywood,theft,0,25
180817084,2018-09-29,brentwood,theft,0,69
181716911,2018-09-29,granada-hills,theft,0,4
181017325,2018-09-29,reseda,theft,0,37
180125412,2018-09-29,downtown,theft,0,3
181421400,2018-09-29,venice,theft,0,20
181421459,2018-09-29,mar-vista,theft,0,44
181819833,2018-09-29,watts,theft,0,71
190404588,2018-09-30,boyle-heights,theft,0,39
180322297,2018-09-30,exposition-park,theft,0,48
180125013,2018-09-30,downtown,theft,0,3
180401379,2018-09-30,lincoln-heights,theft,0,88
181421498,2018-09-30,playa-del-rey,theft,0,74
181716945,2018-09-30,winnetka,theft,0,87
180125002,2018-09-30,downtown,theft,0,3
180717467,2018-09-30,mid-wilshire,theft,0,18
181716972,2018-09-30,granada-hills,theft,0,4
180516629,2018-09-30,san-pedro,theft,0,23
182018095,2018-09-30,pico-union,theft,0,19
180124998,2018-09-30,downtown,theft,0,3
180516609,2018-09-30,san-pedro,theft,0,23
182018130,2018-09-30,koreatown,theft,0,26
180415494,2018-09-30,boyle-heights,theft,0,39
181421578,2018-09-30,venice,theft,0,20
180206279,2018-02-11,pico-union,theft,0,19
181105857,2018-02-11,los-feliz,theft,0,28
181105819,2018-02-11,griffith-park,theft,0,94
180706142,2018-02-13,hancock-park,theft,0,21
181406832,2018-02-14,del-rey,theft,0,76
181501213,2018-09-30,studio-city,theft,0,36
181421833,2018-09-30,playa-del-rey,theft,0,74
181223914,2018-09-30,vermont-slauson,theft,0,55
181119864,2018-03-01,echo-park,theft,0,31
180124972,2018-09-30,downtown,theft,0,3
180717530,2018-09-30,carthay,theft,0,27
181224004,2018-09-30,vermont-slauson,theft,0,55
181117315,2018-09-30,los-feliz,theft,0,28
181819743,2018-09-30,green-meadows,theft,0,53
182107164,2018-03-05,canoga-park,theft,0,58
180124993,2018-09-30,downtown,theft,0,3
180717511,2018-09-30,arlington-heights,theft,0,95
180609722,2018-03-15,hollywood,theft,0,15
180125075,2018-09-30,downtown,theft,0,3
182018128,2018-09-30,koreatown,theft,0,26
180717469,2018-09-30,hollywood,theft,0,15
180516608,2018-09-30,san-pedro,theft,0,23
181518549,2018-09-23,north-hollywood,theft,0,25
181016358,2018-09-25,encino,theft,0,1
180415343,2018-09-26,el-sereno,theft,0,85
181225155,2018-09-28,hyde-park,theft,0,9
182018569,2018-09-28,koreatown,theft,0,26
181420419,2018-04-02,palms,theft,0,68
180621143,2018-10-01,east-hollywood,theft,0,50
181518869,2018-10-01,valley-glen,theft,0,75
181117950,2018-10-08,echo-park,theft,0,31
180717937,2018-10-09,beverly-grove,theft,0,29
180817812,2018-10-16,westwood,theft,0,84
180111273,2018-04-10,downtown,theft,0,3
181520969,2018-11-08,sun-valley,theft,0,6
180322329,2018-10-01,jefferson-park,theft,0,96
181121011,2018-10-01,east-hollywood,theft,0,50
180222398,2018-10-01,westlake,theft,0,10
180519228,2018-12-01,san-pedro,theft,0,23
180131279,2018-12-27,downtown,theft,0,3
180721851,2018-12-27,fairfax,theft,0,38
180125097,2018-10-01,downtown,theft,0,3
180922920,2018-12-31,van-nuys,theft,0,0
181810187,2018-04-18,watts,theft,0,71
191904045,2018-12-31,panorama-city,theft,0,30
180516661,2018-10-01,san-pedro,theft,0,23
180322271,2018-10-01,university-park,theft,0,40
180408845,2018-04-22,boyle-heights,theft,0,39
180621784,2018-10-01,hollywood,theft,0,15
180909814,2018-04-23,van-nuys,theft,0,0
180918486,2018-10-01,van-nuys,theft,0,0
181117369,2018-10-01,silver-lake,theft,0,83
180322004,2018-09-25,university-park,theft,0,40
180311246,2018-04-18,university-park,theft,0,40
180324418,2018-10-27,university-park,theft,0,40
180325987,2018-11-21,university-park,theft,0,40
180321216,2018-09-04,university-park,theft,0,40
181518662,2018-09-22,studio-city,theft,0,36
182018164,2018-10-01,arlington-heights,theft,0,95
181823858,2018-10-01,vermont-vista,theft,0,81
180326617,2018-10-01,baldwin-hillscrenshaw,theft,0,56
180322316,2018-10-01,vermont-square,theft,0,32
180517333,2018-10-01,wilmington,theft,0,65
182117151,2018-10-01,west-hills,theft,0,16
181421864,2018-10-01,westchester,theft,0,8
180621128,2018-10-01,los-feliz,theft,0,28
180515570,2018-09-07,harbor-city,theft,0,86
181820831,2018-10-01,watts,theft,0,71
180100807,2018-05-18,downtown,theft,0,3
181223994,2018-10-01,vermont-knolls,theft,0,93
181421496,2018-10-01,venice,theft,0,20
181223888,2018-10-01,vermont-knolls,theft,0,93
182117161,2018-10-01,west-hills,theft,0,16
181413707,2018-06-05,westchester,theft,0,8
182117150,2018-10-01,canoga-park,theft,0,58
191312996,2018-06-09,central-alameda,theft,0,91
180118210,2018-06-20,downtown,theft,0,3
181223941,2018-10-01,florence,theft,0,49
181614770,2018-10-01,pacoima,theft,0,2
180127889,2018-10-01,downtown,theft,0,3
180118532,2018-07-13,downtown,theft,0,3
180119278,2018-07-21,downtown,theft,0,3
180220800,2018-10-01,westlake,theft,0,10
181117510,2018-10-01,highland-park,theft,0,72
190108374,2018-10-01,downtown,theft,0,3
180917287,2018-09-05,van-nuys,theft,0,0
180214675,2018-07-05,east-hollywood,theft,0,50
180904290,2018-01-06,sherman-oaks,theft,0,33
180617752,2018-08-05,east-hollywood,theft,0,50
181824894,2018-12-27,broadway-manchester,theft,0,64
181114606,2018-08-06,glassell-park,theft,0,67
180717546,2018-10-01,beverly-grove,theft,0,29
181114801,2018-08-09,los-feliz,theft,0,28
181406197,2018-02-05,venice,theft,0,20
180621138,2018-10-01,hollywood,theft,0,15
181115675,2018-08-26,mount-washington,theft,0,90
182118335,2018-10-01,canoga-park,theft,0,58
181117391,2018-10-01,highland-park,theft,0,72
191207174,2018-10-01,hyde-park,theft,0,9
181718520,2018-10-01,northridge,theft,0,11
181223919,2018-10-01,florence,theft,0,49
181017414,2018-10-01,reseda,theft,0,37
180717543,2018-10-01,arlington-heights,theft,0,95
180318085,2018-08-02,adams-normandie,theft,0,14
180817205,2018-10-01,sawtelle,theft,0,22
181421478,2018-10-02,westchester,theft,0,8
181320258,2018-10-02,historic-south-central,theft,0,7
181519842,2018-10-02,studio-city,theft,0,36
181223923,2018-10-02,florence,theft,0,49
181320213,2018-10-02,historic-south-central,theft,0,7
180819508,2018-10-02,rancho-park,theft,0,61
182117229,2018-10-02,west-hills,theft,0,16
182018202,2018-10-02,koreatown,theft,0,26
181918477,2018-10-02,mission-hills,theft,0,70
